Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Martin Flores,92.0,53.0,2018,297.0,66.0,29.0,54.5,71.0,215,0.0,None,-0.4,-0.6,-0.2,-0.2,-0.2,449266.0
Michael Kim,74.0,53.0,2018,287.0,60.0,28.5,56.0,71.5,675,1.0,None,0.2,-1.2,-1.2,-0.4,-0.2,1379736.0
Brandon Harkins,101.0,53.0,2018,302.0,65.0,28.5,55.5,70.5,528,0.0,3.0,0.2,0.2,-0.0,-0.2,-0.2,1148115.0
Zecheng Dou,53.0,53.0,2018,287.0,63.0,30.0,51.5,72.5,21,0.0,None,-0.8,-1.2,-0.2,-0.4,-0.2,90993.0
Tom Lovelady,87.0,53.0,2018,312.0,67.0,29.5,52.0,71.0,332,0.0,2.0,-0.2,-0.2,0.2,-0.4,-0.4,700783.0
Daniel Summerhays,51.0,53.0,2018,287.0,56.0,None,54.5,73.0,89,0.0,None,0.6,-2.2,-1.0,-1.6,-0.4,234510.0
Luke List,98.0,53.0,2018,312.0,68.0,29.0,58.0,70.0,"1,080",0.0,5.0,-0.6,0.8,0.6,-0.0,0.2,2710736.0
Robert Streb,78.0,53.0,2018,292.0,64.0,29.5,52.5,71.5,155,0.0,None,-0.2,-0.6,-0.8,-0.0,-0.0,411606.0
Andrew Yun,51.0,53.0,2018,287.0,61.0,30.0,None,73.5,16,0.0,None,-0.6,-2.0,-0.6,-0.6,-0.6,41566.0
Jimmy Walker,81.0,53.0,2018,297.0,61.0,28.0,59.0,70.5,719,0.0,4.0,0.2,0.2,-0.6,0.2,-0.0,2027312.0
Aaron Baddeley,84.0,53.0,2018,292.0,63.0,28.5,61.0,70.5,342,0.0,None,-0.2,0.2,-0.4,-0.0,0.4,725928.0
Derek Fathauer,84.0,53.0,2018,287.0,60.0,28.0,54.5,71.5,316,0.0,None,0.2,-1.0,-0.8,-0.4,-0.2,708712.0
Peter Uihlein,83.0,50.0,2018,302.0,67.0,29.0,57.5,70.5,593,0.0,4.0,-0.0,0.2,-0.0,-0.2,-0.0,1797715.0
Phil Mickelson,90.0,50.0,2018,297.0,64.0,28.0,58.0,70.0,"1,546",1.0,6.0,0.4,0.8,-0.4,0.4,-0.0,4595187.0
Kevin Tway,110.0,50.0,2018,307.0,66.0,29.0,56.5,70.5,577,0.0,3.0,-0.0,0.2,0.2,-0.0,-0.2,1379544.0
Ollie Schniederjans,91.0,50.0,2018,297.0,62.0,28.0,56.5,70.5,573,0.0,3.0,0.2,0.2,-0.6,-0.0,0.2,1303610.0
Cameron Tringale,67.0,50.0,2018,287.0,65.0,29.5,55.0,72.0,88,0.0,None,-0.2,-1.2,-1.4,0.2,-0.0,179459.0
Ricky Barnes,65.0,47.0,2018,287.0,63.0,28.0,57.0,71.5,164,0.0,None,0.2,-0.4,-1.2,-0.0,0.2,340591.0
Ryan Armour,63.0,71.0,2017,277.0,69.0,29.5,58.0,70.5,222,0.0,None,-0.2,0.0,-0.0,-0.0,-0.2,443006.0
Boo Weekley,75.0,71.0,2017,287.0,68.0,30.0,56.0,71.0,173,0.0,None,-1.0,-0.4,0.6,0.4,-0.6,416929.0
Brian Stuard,93.0,71.0,2017,272.0,63.0,28.5,57.5,71.5,285,0.0,None,-0.2,-0.4,-0.4,-0.0,-0.2,588806.0
Jim Furyk,54.0,68.0,2017,267.0,65.0,29.0,61.0,71.0,232,0.0,None,-0.0,-0.2,-0.6,0.4,-0.2,558097.0
Chez Reavie,98.0,68.0,2017,282.0,66.0,28.5,63.0,70.0,666,0.0,3.0,0.4,0.6,-0.0,0.2,-0.2,1819207.0
William McGirt,89.0,68.0,2017,282.0,67.0,29.5,57.0,71.0,499,0.0,3.0,-0.2,-0.2,0.2,-0.2,-0.2,1225005.0
Francesco Molinari,75.0,68.0,2017,287.0,67.0,28.5,62.5,69.5,"1,010",0.0,5.0,-0.2,1.4,0.4,0.8,-0.0,2875850.0
Zac Blair,105.0,68.0,2017,272.0,64.0,28.5,65.5,71.0,364,0.0,None,-0.0,-0.2,-0.2,-0.2,0.2,788352.0
Søren Kjeldsen,58.0,68.0,2017,272.0,62.0,29.0,51.5,71.0,283,0.0,None,0.4,-0.2,-0.6,-0.2,-0.2,722913.0
Graeme McDowell,56.0,68.0,2017,277.0,62.0,28.0,58.5,70.5,331,0.0,None,0.4,0.4,-0.0,-0.2,-0.2,639770.0
Jim Herman,77.0,68.0,2017,292.0,68.0,29.5,56.0,70.5,553,0.0,2.0,-0.2,0.2,0.4,-0.0,-0.2,1205632.0
Ken Duke,77.0,68.0,2017,272.0,63.0,29.0,56.0,72.0,98,0.0,None,-0.6,-1.0,-0.2,-0.4,-0.0,225907.0
Kyle Stanley,104.0,68.0,2017,292.0,70.0,29.5,58.0,69.5,"1,204",1.0,5.0,-0.4,0.8,0.6,0.4,-0.0,3402106.0
Vaughn Taylor,90.0,68.0,2017,282.0,66.0,29.0,60.5,71.0,369,0.0,None,-0.0,0.0,-0.2,-0.0,-0.2,797385.0
Steve Wheatcroft,51.0,68.0,2017,277.0,60.0,28.5,63.5,71.5,138,0.0,None,0.4,-0.2,0.2,-1.0,-0.0,309518.0
Ben Crane,86.0,65.0,2017,277.0,65.0,29.0,59.0,71.0,281,0.0,None,-0.2,-0.4,-0.2,-0.2,-0.0,618483.0
Ryan Moore,82.0,65.0,2017,287.0,65.0,29.0,56.5,70.5,671,0.0,2.0,-0.2,0.2,-0.2,0.4,-0.2,1751851.0
Spencer Levin,89.0,65.0,2017,277.0,65.0,29.0,61.0,71.5,201,0.0,None,-0.0,-0.6,-0.2,-0.2,-0.2,469730.0
Steven Alker,69.0,65.0,2017,272.0,65.0,29.0,59.5,71.5,121,0.0,None,-0.4,-0.6,-0.4,-0.4,0.2,218681.0
Chad Campbell,97.0,65.0,2017,282.0,69.0,29.5,64.5,70.5,616,0.0,3.0,-0.4,0.4,-0.0,0.4,-0.0,1329941.0
Alex Cejka,85.0,65.0,2017,282.0,66.0,29.5,61.0,71.0,276,0.0,None,-0.4,-0.6,-0.2,-0.2,-0.0,618171.0
Russell Knox,75.0,65.0,2017,287.0,66.0,29.0,57.0,70.5,669,0.0,4.0,-0.4,-0.2,-0.0,-0.0,-0.2,1643924.0
Kevin Kisner,105.0,65.0,2017,287.0,66.0,28.5,62.5,70.0,"1,612",1.0,7.0,0.2,1.0,0.2,0.2,-0.0,4766936.0
David Hearn,93.0,65.0,2017,277.0,64.0,29.0,61.5,71.0,359,0.0,2.0,-0.2,-0.2,-0.2,-0.0,-0.0,800710.0
Zach Johnson,81.0,65.0,2017,282.0,64.0,28.5,60.0,70.0,839,0.0,4.0,0.4,0.4,-0.2,-0.2,0.2,2362968.0
Keegan Bradley,104.0,65.0,2017,297.0,68.0,29.0,59.0,70.0,794,0.0,5.0,-0.4,0.6,0.6,-0.0,-0.0,1940478.0
K.J. Choi,72.0,65.0,2017,282.0,63.0,28.5,60.0,71.5,143,0.0,None,-0.0,-0.4,-0.2,-0.6,0.2,292716.0
Roberto Castro,70.0,65.0,2017,277.0,63.0,29.5,60.0,71.5,164,0.0,None,-0.6,-0.6,-0.4,-0.0,-0.0,367362.0
Kevin Streelman,90.0,65.0,2017,292.0,66.0,29.0,60.0,70.5,541,0.0,2.0,-0.4,0.0,0.2,-0.0,-0.2,1313327.0
Richy Werenski,81.0,65.0,2017,287.0,67.0,29.0,60.5,71.0,423,0.0,3.0,-0.0,-0.4,0.2,-0.2,-0.4,890262.0
D.A. Points,68.0,65.0,2017,277.0,66.0,29.5,55.5,71.0,435,1.0,None,-0.6,-0.6,-0.6,0.4,-0.0,893700.0
Chris Stroud,67.0,65.0,2017,282.0,66.0,29.0,59.0,70.5,627,1.0,3.0,-0.2,0.0,-0.2,-0.0,-0.0,1308445.0
Tim Wilkinson,64.0,65.0,2017,277.0,63.0,28.5,62.5,70.5,233,0.0,None,-0.0,-0.2,-0.4,-0.4,0.4,411459.0
Webb Simpson,102.0,65.0,2017,282.0,65.0,28.5,65.0,70.0,"1,058",0.0,4.0,-0.0,0.8,-0.2,0.4,0.4,3209646.0
Brian Gay,82.0,65.0,2017,277.0,63.0,28.0,62.0,70.5,426,0.0,3.0,0.4,0.2,-0.6,-0.2,0.2,942372.0
Matt Kuchar,95.0,65.0,2017,282.0,66.0,28.5,65.5,69.5,"1,260",0.0,6.0,0.2,1.0,-0.0,0.2,0.4,4282489.0
Lucas Glover,93.0,65.0,2017,297.0,70.0,29.5,60.0,70.0,706,0.0,4.0,-0.2,0.8,0.4,0.2,-0.0,1955822.0
Emiliano Grillo,90.0,65.0,2017,292.0,67.0,29.0,56.5,70.5,518,0.0,2.0,-0.2,0.4,0.2,0.2,-0.2,1567015.0
Kyle Reifers,96.0,65.0,2017,282.0,65.0,29.5,58.0,71.5,241,0.0,None,-0.4,-0.6,-0.2,-0.4,0.2,454570.0
J.J. Spaun,92.0,65.0,2017,287.0,67.0,29.0,59.0,70.5,510,0.0,3.0,-0.2,-0.2,0.2,-0.2,-0.4,1122611.0
Rory Sabbatini,71.0,62.0,2017,287.0,67.0,29.0,58.0,70.5,375,0.0,None,-0.4,0.0,0.2,-0.0,-0.0,741617.0
Shane Lowry,52.0,62.0,2017,292.0,67.0,29.5,55.5,70.5,361,0.0,None,0.4,1.0,0.4,0.2,-0.4,831411.0
Martin Laird,83.0,62.0,2017,292.0,65.0,28.5,60.5,70.0,676,0.0,5.0,0.2,0.8,0.2,-0.0,0.2,1759706.0
Rick Lamb,54.0,62.0,2017,297.0,66.0,29.0,54.0,71.5,269,0.0,None,-0.4,-1.0,0.6,-0.6,-0.8,524372.0
Sam Saunders,76.0,62.0,2017,292.0,65.0,28.5,58.0,70.5,354,0.0,2.0,-0.0,0.0,0.2,-0.2,-0.4,678117.0
Brett Stegmaier,78.0,62.0,2017,287.0,66.0,29.5,50.0,72.0,131,0.0,None,-0.6,-1.4,-0.2,-0.2,-0.6,271031.0
John Huh,92.0,62.0,2017,287.0,65.0,29.0,63.5,70.5,382,0.0,2.0,-0.0,0.0,-0.2,-0.2,-0.0,767575.0
Chris Kirk,89.0,62.0,2017,287.0,66.0,29.0,54.5,71.0,467,0.0,3.0,-0.2,-0.4,-0.4,-0.0,-0.0,1216047.0
Scott Brown,95.0,62.0,2017,287.0,64.0,28.5,59.0,70.5,646,0.0,2.0,0.2,-0.2,-0.0,-0.4,-0.4,1748324.0
Graham DeLaet,82.0,62.0,2017,297.0,68.0,29.0,56.5,70.0,640,0.0,6.0,0.2,0.6,0.4,0.4,-0.6,1603666.0
C.T. Pan,88.0,62.0,2017,287.0,67.0,29.5,60.0,71.0,527,0.0,3.0,-0.2,-0.2,-0.0,-0.2,-0.2,1267649.0
Jason Bohn,75.0,62.0,2017,272.0,63.0,29.0,57.0,72.0,73,0.0,None,-0.2,-1.2,-0.8,-0.4,-0.2,165910.0
Ben Martin,86.0,62.0,2017,287.0,66.0,29.0,58.5,70.5,378,0.0,2.0,-0.2,0.0,-0.0,0.2,-0.4,850319.0
Miguel Angel Carballo,63.0,62.0,2017,287.0,64.0,29.5,54.5,72.0,81,0.0,None,-0.4,-1.4,-0.0,-1.2,-0.2,186623.0
Paul Casey,94.0,62.0,2017,297.0,69.0,29.0,64.5,69.0,"1,135",0.0,6.0,-0.0,1.4,0.2,0.8,-0.0,3906974.0
Hunter Mahan,73.0,62.0,2017,292.0,64.0,29.5,58.0,71.5,130,0.0,None,0.2,-0.6,0.2,-1.0,-0.4,277235.0
Julián Etulain,68.0,62.0,2017,292.0,66.0,29.0,58.5,71.0,220,0.0,None,-0.0,-0.4,-0.2,-0.4,-0.2,448214.0
Jason Dufner,89.0,62.0,2017,292.0,67.0,29.0,57.5,70.0,"1,126",1.0,2.0,-0.2,0.6,0.2,0.4,-0.2,3310341.0
Rickie Fowler,78.0,62.0,2017,297.0,66.0,28.0,62.5,69.0,"1,832",1.0,9.0,0.8,1.8,0.2,0.4,0.2,6083197.0
Johnson Wagner,71.0,62.0,2017,287.0,66.0,29.5,55.5,71.0,321,0.0,2.0,-0.0,-0.4,-0.2,-0.2,-0.4,685306.0
James Hahn,96.0,62.0,2017,292.0,66.0,29.0,60.5,70.5,711,0.0,4.0,-0.0,0.2,-0.0,-0.0,-0.0,1841314.0
Peter Malnati,91.0,62.0,2017,282.0,62.0,28.0,61.5,71.0,182,0.0,None,0.4,-0.2,-0.4,-0.6,-0.0,358541.0
Adam Hadwin,98.0,62.0,2017,287.0,64.0,28.0,63.0,70.5,"1,347",1.0,5.0,0.4,0.6,-0.0,-0.0,-0.2,3455012.0
Russell Henley,99.0,62.0,2017,297.0,67.0,28.5,57.0,70.0,"1,129",1.0,4.0,0.4,0.8,0.2,-0.0,-0.0,3413876.0
Danny Lee,93.0,62.0,2017,287.0,66.0,28.5,55.0,70.5,697,0.0,4.0,0.2,0.2,-0.0,0.2,-0.4,1611331.0
Daniel Summerhays,100.0,62.0,2017,282.0,63.0,28.5,56.5,71.0,348,0.0,None,-0.0,0.0,-0.2,-0.2,-0.0,826124.0
Jonathan Randolph,68.0,62.0,2017,287.0,62.0,28.5,56.5,71.5,221,0.0,None,-0.2,-0.6,-0.0,-0.4,-0.2,511032.0
Geoff Ogilvy,80.0,62.0,2017,282.0,65.0,29.0,60.5,71.0,390,0.0,None,-0.0,-0.2,-0.2,-0.4,-0.0,867249.0
J.J. Henry,92.0,62.0,2017,292.0,69.0,30.0,56.5,71.0,365,0.0,2.0,-0.6,-0.2,0.2,-0.0,-0.0,734874.0
Ian Poulter,72.0,62.0,2017,282.0,64.0,28.0,67.0,70.0,760,0.0,2.0,-0.0,0.8,-0.2,0.4,0.4,2098346.0
Brendan Steele,89.0,62.0,2017,297.0,67.0,29.0,60.5,70.5,"1,226",1.0,4.0,-0.2,0.6,0.2,0.4,-0.0,2907095.0
David Lingmerth,79.0,62.0,2017,287.0,62.0,28.0,58.5,70.5,437,0.0,None,0.4,0.2,-0.2,-0.0,-0.2,1070754.0
Brian Harman,104.0,62.0,2017,287.0,63.0,28.0,62.5,70.0,"1,557",1.0,7.0,0.6,0.4,-0.0,-0.2,0.2,4396470.0
Brandt Snedeker,53.0,59.0,2017,277.0,66.0,28.5,64.0,70.0,663,0.0,4.0,0.4,0.8,-0.4,0.4,0.2,1625806.0
Fabián Gómez,61.0,59.0,2017,282.0,64.0,29.0,58.5,71.5,168,0.0,None,-0.2,-0.6,-0.0,-0.6,-0.0,332352.0
Michael Thompson,60.0,59.0,2017,282.0,63.0,28.5,58.5,71.0,278,0.0,None,0.8,-0.2,-0.6,-0.4,-0.4,568991.0
Nick Taylor,97.0,59.0,2017,287.0,66.0,29.0,61.5,70.5,532,0.0,4.0,-0.2,0.0,-0.0,-0.0,-0.0,1255259.0
Blayne Barber,77.0,59.0,2017,287.0,67.0,29.0,55.5,71.0,381,0.0,None,0.4,0.0,-0.0,-0.2,-0.4,823082.0
Patrick Cantlay,52.0,59.0,2017,297.0,69.0,29.0,60.0,69.5,578,0.0,2.0,-0.0,1.2,0.6,0.4,-0.0,2049632.0
Pat Perez,93.0,59.0,2017,287.0,66.0,28.5,63.0,70.0,"1,461",1.0,5.0,0.2,0.8,-0.2,0.2,0.4,4361400.0
Sergio Garcia,65.0,59.0,2017,297.0,69.0,29.0,61.0,69.5,"1,085",1.0,2.0,-0.4,0.8,0.6,0.2,-0.0,3522476.0
Ryan Blaum,100.0,59.0,2017,282.0,65.0,28.5,60.0,70.5,434,0.0,2.0,0.2,0.0,-0.2,-0.2,-0.2,962768.0
Rod Pampling,71.0,59.0,2017,287.0,64.0,29.5,52.5,71.5,630,1.0,None,-0.6,-0.8,-0.2,-0.4,-0.0,1539422.0
Troy Merritt,82.0,59.0,2017,287.0,64.0,28.5,58.5,71.0,265,0.0,None,-0.2,-0.2,-0.2,-0.2,-0.2,569682.0
Brett Drewitt,57.0,59.0,2017,282.0,64.0,29.0,59.0,72.0,95,0.0,None,-0.6,-1.2,-0.4,-0.4,-0.2,184388.0
Billy Hurley III,80.0,59.0,2017,272.0,63.0,28.5,58.5,71.0,333,0.0,None,0.2,0.0,-1.0,0.4,-0.0,719579.0
Shawn Stefani,72.0,59.0,2017,292.0,67.0,29.0,59.5,70.5,188,0.0,None,-0.2,-0.2,-0.0,-0.2,-0.0,404377.0
Kevin Na,86.0,59.0,2017,282.0,65.0,28.5,62.0,70.0,584,0.0,4.0,0.2,0.6,-0.6,0.6,0.2,1728351.0
Mark Hubbard,81.0,59.0,2017,282.0,65.0,29.5,58.5,71.5,124,0.0,None,-0.2,-0.8,-0.6,-0.0,-0.2,267968.0
Morgan Hoffmann,92.0,59.0,2017,292.0,63.0,28.5,60.0,71.0,565,0.0,None,-0.0,-0.2,-0.0,-0.6,-0.0,1278568.0
Rafa Cabrera Bello,63.0,59.0,2017,287.0,62.0,28.5,60.5,70.5,615,0.0,4.0,0.4,0.0,-0.4,-0.2,-0.0,1934675.0
Hudson Swafford,94.0,59.0,2017,302.0,68.0,29.0,55.5,70.5,921,1.0,4.0,-0.2,0.2,0.4,0.2,-0.4,2246090.0
Cameron Percy,71.0,59.0,2017,292.0,69.0,29.5,60.0,71.0,291,0.0,None,-0.4,-0.2,-0.2,0.2,-0.2,623694.0
Jonas Blixt,74.0,59.0,2017,287.0,61.0,28.0,58.5,71.0,578,1.0,None,0.4,-0.4,-0.4,-0.8,-0.0,1408288.0
Kelly Kraft,75.0,59.0,2017,287.0,63.0,29.0,53.5,71.0,672,0.0,3.0,-0.2,-0.8,-0.4,-0.0,-0.6,1638045.0
Daniel Berger,91.0,59.0,2017,292.0,66.0,28.5,62.5,70.0,"1,623",1.0,6.0,-0.0,1.0,0.2,0.4,-0.2,4287161.0
Louis Oosthuizen,69.0,59.0,2017,292.0,65.0,28.5,62.5,70.0,956,0.0,3.0,0.4,1.0,0.2,0.2,-0.0,3105422.0
Mark Anderson,54.0,59.0,2017,282.0,65.0,29.0,61.0,71.5,98,0.0,None,-0.2,-0.4,-0.2,-0.4,-0.0,188806.0
Sean O'Hair,84.0,59.0,2017,297.0,66.0,29.0,57.5,70.5,707,0.0,5.0,-0.0,0.4,0.2,-0.0,-0.2,1873856.0
Bud Cauley,92.0,59.0,2017,292.0,67.0,29.0,59.0,70.0,666,0.0,5.0,-0.4,0.4,0.2,0.4,-0.2,1553685.0
Anirban Lahiri,72.0,59.0,2017,297.0,63.0,28.5,55.0,70.5,667,0.0,2.0,-0.4,-0.2,0.2,-0.2,-0.0,1944289.0
Greg Chalmers,75.0,59.0,2017,277.0,59.0,28.0,59.0,71.5,156,0.0,None,0.2,-0.6,-0.6,-0.6,-0.0,344631.0
Billy Horschel,88.0,59.0,2017,297.0,68.0,29.5,54.0,70.5,"1,068",1.0,4.0,-0.0,0.0,0.2,-0.0,-0.4,2697960.0
Tyrone Van Aswegen,105.0,59.0,2017,287.0,66.0,29.0,58.5,71.0,407,0.0,None,-0.4,-0.4,-0.2,-0.0,-0.0,806410.0
Michael Kim,94.0,59.0,2017,287.0,65.0,28.5,58.5,70.5,483,0.0,None,0.2,0.2,-0.4,-0.0,-0.0,1018204.0
Sung Kang,104.0,59.0,2017,292.0,66.0,29.0,56.5,70.0,798,0.0,3.0,-0.0,0.4,0.2,0.2,-0.2,1943309.0
Mackenzie Hughes,106.0,59.0,2017,292.0,64.0,29.0,58.5,71.0,974,1.0,2.0,0.4,0.0,-0.0,-0.6,-0.0,2355553.0
Harold Varner III,101.0,59.0,2017,302.0,67.0,29.5,56.5,70.5,375,0.0,None,-0.6,0.0,0.2,0.2,-0.2,918779.0
Bubba Watson,71.0,59.0,2017,302.0,63.0,29.0,55.5,71.0,397,0.0,3.0,-0.2,0.0,0.6,-0.2,-0.4,1223129.0
Robert Garrigus,78.0,59.0,2017,297.0,69.0,29.0,54.5,70.5,448,0.0,3.0,-0.6,0.2,0.4,0.4,-0.2,880905.0
Jordan Spieth,85.0,59.0,2017,292.0,69.0,28.0,61.5,None,"2,671",3.0,8.0,0.2,1.8,0.2,0.8,0.4,9433033.0
Scott Piercy,70.0,59.0,2017,292.0,66.0,29.0,50.0,71.0,532,0.0,4.0,-0.6,-0.4,-0.0,0.2,-0.4,1317452.0
Chad Collins,66.0,59.0,2017,277.0,60.0,28.0,63.0,71.5,305,0.0,2.0,-0.0,-0.6,-0.6,-0.4,0.2,693743.0
Jason Kokrak,95.0,59.0,2017,302.0,66.0,29.5,54.5,70.5,490,0.0,None,-0.6,0.0,0.6,-0.0,-0.4,1173708.0
J.T. Poston,95.0,59.0,2017,292.0,65.0,28.5,59.5,70.5,340,0.0,None,-0.2,0.0,-0.0,-0.0,-0.2,662565.0
Gary Woodland,94.0,56.0,2017,302.0,69.0,29.5,58.0,70.0,"1,052",0.0,5.0,-0.4,0.6,0.4,0.4,-0.0,2980225.0
Jon Rahm,90.0,56.0,2017,302.0,68.0,28.5,63.5,69.5,"1,754",1.0,7.0,0.2,1.8,0.8,0.4,-0.0,6123248.0
Justin Rose,66.0,56.0,2017,297.0,68.0,29.0,59.0,69.5,996,0.0,4.0,-0.2,1.2,0.4,0.2,0.2,4245308.0
Brian Campbell,55.0,56.0,2017,292.0,63.0,28.5,56.5,71.5,132,0.0,None,0.2,-0.6,-0.0,-0.8,-0.2,237537.0
Branden Grace,70.0,56.0,2017,287.0,66.0,29.0,61.0,70.5,510,0.0,2.0,-0.4,0.2,-0.0,-0.0,-0.0,1315054.0
Tag Ridings,67.0,56.0,2017,297.0,65.0,29.0,57.5,71.0,237,0.0,None,0.2,0.0,0.2,-0.4,-0.2,489927.0
Cameron Tringale,89.0,56.0,2017,277.0,64.0,28.5,58.5,71.0,337,0.0,3.0,-0.0,-0.2,-0.8,-0.0,0.2,792814.0
Bill Haas,92.0,56.0,2017,292.0,67.0,29.0,63.0,70.0,946,0.0,3.0,-0.0,0.6,-0.2,0.2,0.4,2842173.0
Bryson DeChambeau,91.0,56.0,2017,297.0,65.0,29.0,57.5,70.5,836,1.0,2.0,-0.2,0.2,0.4,-0.2,-0.2,1817054.0
Wesley Bryan,95.0,56.0,2017,277.0,60.0,28.0,61.5,71.0,"1,046",1.0,5.0,0.2,0.0,-1.0,0.4,-0.0,2495751.0
Retief Goosen,52.0,56.0,2017,287.0,63.0,29.0,60.0,71.0,205,0.0,None,-0.6,-0.4,-0.2,-0.0,-0.0,414363.0
Charley Hoffman,112.0,56.0,2017,297.0,66.0,29.0,56.5,70.0,"1,498",0.0,7.0,-0.2,0.6,0.4,0.2,-0.2,4161008.0
Xander Schauffele,96.0,56.0,2017,302.0,67.0,29.0,56.5,70.0,988,1.0,3.0,0.4,0.6,0.4,-0.0,-0.2,4312674.0
Marc Leishman,94.0,56.0,2017,297.0,67.0,28.5,60.5,69.0,"1,324",1.0,5.0,0.2,1.4,0.2,0.4,0.2,5866391.0
Kevin Chappell,95.0,56.0,2017,302.0,65.0,29.0,56.5,70.5,"1,015",1.0,4.0,-0.4,0.4,0.4,0.2,-0.0,3149615.0
Hideki Matsuyama,83.0,56.0,2017,302.0,69.0,28.5,61.0,69.5,"2,869",3.0,7.0,-0.4,1.0,0.4,0.6,0.2,8380570.0
Bryce Molder,74.0,56.0,2017,277.0,61.0,28.5,59.0,71.5,109,0.0,None,0.2,-1.0,-1.2,-0.6,0.2,216892.0
Robert Streb,98.0,56.0,2017,292.0,65.0,29.0,58.5,70.5,577,0.0,2.0,-0.0,0.0,-0.2,-0.2,0.2,1588287.0
Tony Finau,106.0,56.0,2017,307.0,68.0,29.0,59.0,69.5,"1,024",0.0,6.0,-0.2,1.0,0.8,0.2,-0.0,2838629.0
Jhonattan Vegas,95.0,56.0,2017,297.0,65.0,29.5,58.0,71.0,"1,023",1.0,3.0,-0.6,0.0,0.2,-0.0,-0.2,2944738.0
Matt Jones,64.0,56.0,2017,302.0,63.0,28.5,63.0,70.5,248,0.0,None,-0.0,0.2,-0.0,-0.6,0.4,510622.0
Scott Stallings,81.0,56.0,2017,297.0,67.0,29.5,55.5,70.5,438,0.0,3.0,-0.4,0.0,-0.0,0.2,-0.2,955337.0
Ryan Palmer,61.0,56.0,2017,302.0,65.0,30.0,57.5,71.0,336,0.0,3.0,-1.2,-0.2,0.4,0.4,-0.2,772560.0
Byeong Hun An,77.0,56.0,2017,297.0,64.0,29.0,55.5,70.5,468,0.0,3.0,-0.4,0.6,0.4,0.2,-0.0,1236090.0
Dominic Bozzelli,69.0,56.0,2017,292.0,61.0,28.5,57.5,71.0,394,0.0,3.0,-0.2,-0.6,-0.0,-0.4,-0.2,868519.0
Jamie Lovemark,98.0,56.0,2017,302.0,65.0,28.5,60.0,70.0,787,0.0,4.0,-0.2,0.6,0.2,-0.0,0.2,1886972.0
Patrick Reed,107.0,56.0,2017,292.0,62.0,28.0,60.5,70.0,896,0.0,3.0,0.4,0.8,-0.0,-0.2,0.2,3055111.0
Luke Donald,50.0,56.0,2017,277.0,61.0,28.5,59.5,70.5,424,0.0,None,0.6,0.0,-1.2,-0.2,0.4,958850.0
Dustin Johnson,77.0,56.0,2017,312.0,69.0,29.0,62.5,69.5,"2,466",3.0,7.0,-0.0,1.8,1.0,0.6,-0.0,8732193.0
Brad Fritsch,56.0,56.0,2017,287.0,64.0,29.5,56.0,71.5,74,0.0,None,-0.6,-0.8,-0.6,0.2,-0.0,166440.0
Cameron Smith,86.0,56.0,2017,292.0,63.0,28.5,58.5,70.5,847,1.0,4.0,-0.0,0.4,-0.2,-0.0,0.2,2123216.0
Nicholas Lindheim,58.0,56.0,2017,287.0,65.0,29.0,56.5,72.0,93,0.0,None,0.2,-1.4,-0.8,-0.6,-0.4,175107.0
Grayson Murray,94.0,56.0,2017,307.0,63.0,28.5,53.5,71.0,638,1.0,2.0,-0.2,0.0,0.2,-0.2,-0.2,1468728.0
Tom Hoge,54.0,53.0,2017,282.0,66.0,28.5,60.0,71.0,187,0.0,2.0,-0.0,-0.4,-0.4,0.2,-0.2,373092.0
Adam Scott,58.0,53.0,2017,302.0,66.0,29.0,59.0,69.5,642,0.0,4.0,-0.2,1.0,0.4,0.4,-0.0,1695144.0
Jimmy Walker,68.0,53.0,2017,292.0,63.0,28.5,57.5,71.0,439,0.0,None,-0.0,0.2,-0.4,0.4,-0.2,1101162.0
Si Woo Kim,80.0,53.0,2017,287.0,58.0,29.0,55.0,72.0,839,1.0,2.0,-0.4,-1.4,-0.4,-0.6,-0.0,2681177.0
Andres Gonzales,73.0,53.0,2017,297.0,67.0,29.0,61.5,71.0,226,0.0,None,-0.0,0.0,-0.2,-0.2,-0.0,422078.0
Nick Watney,75.0,53.0,2017,297.0,66.0,29.0,58.5,70.5,386,0.0,None,-0.2,0.0,-0.2,0.4,-0.4,824162.0
Luke List,102.0,53.0,2017,307.0,69.0,29.5,56.0,70.0,741,0.0,3.0,-0.6,0.6,0.6,0.4,-0.0,1813219.0
Derek Fathauer,81.0,53.0,2017,282.0,62.0,28.5,53.5,71.5,408,0.0,2.0,-0.0,-0.8,-0.6,-0.2,-0.2,898491.0
Phil Mickelson,85.0,53.0,2017,292.0,62.0,28.0,60.0,70.0,734,0.0,4.0,0.2,1.0,-0.2,0.4,0.2,2102599.0
Rory McIlroy,51.0,53.0,2017,312.0,65.0,28.5,63.0,69.5,803,0.0,6.0,-0.4,1.2,0.8,0.2,-0.0,2430182.0
Smylie Kaufman,76.0,53.0,2017,302.0,65.0,29.0,55.0,71.0,316,0.0,None,-0.2,-0.2,-0.0,-0.2,-0.2,784758.0
Cody Gribble,79.0,53.0,2017,297.0,62.0,28.5,54.5,71.5,514,1.0,2.0,0.4,-0.6,-0.4,-0.6,-0.2,1305554.0
